Type,Name,Statement,Where,Date,Link
2119,true,Barney Simms,"""Have the suburbs been inundated with former residents of Atlanta housing projects? Absolutely not.""",letter,"June 29, 2010",https://www.politifact.com/factchecks/2010/jul/20/barney-simms/are-former-atlanta-tenants-flooding-suburbs/
2120,true,David Cicilline,"Providence has ""the lowest crime rate in three decades.""",debate,"July 13, 2010",https://www.politifact.com/factchecks/2010/jul/19/david-cicilline/cicilline-says-providence-crime-rate-lowest-30-yea/
2121,true,Marco Rubio,"""Forty cents of every dollar being spent by the federal government is being borrowed from my children.""",Fox News interview,"June 28, 2010",https://www.politifact.com/factchecks/2010/jul/16/marco-rubio/marco-rubios-favorite-statistic/
2122,true,Ron Paul,"""We're spending $1 trillion a year on our foreign policy.""",CNN interview,"July 5, 2010",https://www.politifact.com/factchecks/2010/jul/15/ron-paul/ron-paul-says-us-spends-1-trillion-foreign-policy/
2123,true,Jeff Weems,"Says Texas has one state inspector for every 4,500 oil and gas wells.",speech,"June 25, 2010",https://www.politifact.com/factchecks/2010/jul/15/jeff-weems/democrat-weems-says-texas-has-one-inspector-every-/
2124,true,Charlie Crist,"""Gov. Crist has never wavered in his support of the Second Amendment, the right to bear arms.""",Crist campaign website accessed July 5 2010,"July 14, 2010",https://www.politifact.com/factchecks/2010/jul/14/charlie-crist/crist-stands-firm-gun-rights/
2125,true,John Thrasher,"""Attorney General McCollum, Speaker-Designate Cannon, Senate President-Designate Haridopolos and I stood up to Governor Crist and worked to remove Jim Greer as Chairman because of his mismanagement of the party.""",press release sent by RepublicParty of Florida,"July 6, 2010",https://www.politifact.com/factchecks/2010/jul/13/john-thrasher/john-thrasher-takes-credit-pushing-jim-greer-rpof/
2126,true,Scott Hochberg,"""Only about a third"" of Texans who enroll in college graduate.",speech at caucus at Texas Democratic convention,"June 25, 2010",https://www.politifact.com/factchecks/2010/jul/13/scott-hochberg/hochberg-says-only-one-third-texas-college-student/
2127,true,John Cornyn,"""Sen. McConnell offered a fully paid two-month extension of unemployment insurance.""",conference call with Texas reporters,"July 1, 2010",https://www.politifact.com/factchecks/2010/jul/11/john-cornyn/mcconnell-proposed-extending-unemployment-benefits/
2128,true,Sarah Palin,"""We spend three times more on entitlements and debt services than we do on defense.""",Facebook posting,"June 30, 2010",https://www.politifact.com/factchecks/2010/jul/09/sarah-palin/palin-says-us-spends-three-times-more-entitlements/
2129,true,Gina Raimondo,"The company I created, Point Judith Capital, ""is the only venture capital firm in Rhode Island.""",video,"July 1, 2010",https://www.politifact.com/factchecks/2010/jul/09/gina-raimondo/raimondo-says-hers-only-venture-capital-company-rh/
2130,true,Alex Sink,"""Florida’s high school graduation rate falls well below the national average.""",statement,"July 8, 2010",https://www.politifact.com/factchecks/2010/jul/08/alex-sink/alex-sink-says-floridas-grad-rates-are-low/
2131,true,Alexi Giannoulias,"""He (Kirk) did violate Pentagon rules, twice actually, for improperly mingling politics with his military service.""",campaign commercial,"July 8, 2010",https://www.politifact.com/factchecks/2010/jul/08/alexi-giannoulias/alexi-giannoulias-says-kirk-mixed-politics-militar/
2132,true,Marco Rubio,“We are picking up oil with shovels and paper and plastic bags.”,interview,"June 26, 2010",https://www.politifact.com/factchecks/2010/jul/07/marco-rubio/marco-rubio-critical-oil-spill-clean-efforts/
2133,true,Al Hunt,"""Crime is down in Arizona.""",appearance,"July 4, 2010",https://www.politifact.com/factchecks/2010/jul/07/al-hunt/bloombergs-al-hunt-says-crime-down-arizona/
2134,true,Gail Buckner,“I have filed every disclosure that has ever been required.”,political debate,"June 27, 2010",https://www.politifact.com/factchecks/2010/jul/05/gail-buckner/financial-disclosure-becomes-issue-democratic-race/
2135,true,Democratic Governors Association,Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Democratic Governors Association website,"July 23, 2010",https://www.politifact.com/factchecks/2010/jul/05/democratic-governors-association/democrats-say-chafee-would-tax-amputee-veterans/
2136,true,Carol Morgan,"""We’re No. 1 in child hunger.""",speech at Texas Democratic convention,"June 25, 2010",https://www.politifact.com/factchecks/2010/jul/03/carol-morgan/morgan-says-were-no-1-child-hunger/
2137,true,Charlie Crist,"""I have spent virtually every weekend since Memorial Day in the Panhandle.""",speech at FloridAssociation of Counties conference,"July 1, 2010",https://www.politifact.com/factchecks/2010/jul/02/charlie-crist/charlie-crist-camps-out-floridas-emerald-coast/
2138,true,Mary Norwood,"""Georgia has the most restrictive ballot access laws in the country.”",television interview,"June 29, 2010",https://www.politifact.com/factchecks/2010/jul/02/mary-n/norwood-says-georgia-has-most-restrictive-ballot-a/
2139,true,DuBose Porter,"Says he ""fought against $3 billion in cuts to public education since 2003.""",for DuBose Porters gubernatorial campaign,"June 10, 2010",https://www.politifact.com/factchecks/2010/jun/28/dubose-porter/gubernatorial-candidate-touts-record-education-cut/
2140,true,Mark S. Zaccaria,"Langevin votes “the party line about 98 percent of the time.""",posting,"June 2, 2010",https://www.politifact.com/factchecks/2010/jun/27/mark-zaccaria/zaccaria-says-langevin-votes-party-line-about-98-p/
2141,true,Jeff Chapman,Georgia has “more illegal aliens than the state of Arizona.”,Jekyll Islgubernatorial debate,"June 17, 2010",https://www.politifact.com/factchecks/2010/jun/25/jeff-chapman/does-georgia-have-more-illegal-immigrants-arizona/
2142,true,Vern Buchanan,"The national debt ""has gone up by $1,729,000,000 during the Isner v. Mahut match.""",tweet,"June 24, 2010",https://www.politifact.com/factchecks/2010/jun/24/vern-buchanan/vern-buchanan-estimates-debt-growth-during-maratho/
2143,true,Fair Districts Florida,"""In the last 6 years, there have been 420 elections for State Senator and State Representative. Only three incumbents have been defeated!""",,"June 23, 2010 in",https://www.politifact.com/factchecks/2010/jun/24/fair-districts-florida/incumbents-hard-beat/
2144,true,Bill McCollum,"Rick Scott “has heavily invested in a company that is geared to helping illegal aliens transfer money to family and friends out of the country.""",press release,"June 15, 2010",https://www.politifact.com/factchecks/2010/jun/21/bill-mccollum/mccollum-accuses-scott-investing-company-used-ille/
2145,true,Snooki,"""Obama put a 10 percent tax on tanning.""",video promo for Jersey Shore,"June 7, 2010",https://www.politifact.com/factchecks/2010/jun/21/snooki/snooki-says-obama-put-10-percent-tax-tannning/
2146,true,John McCain,"After J.D. Hayworth ""was voted out of Congress, he became a registered lobbyist"" who was ""paid thousands by a Florida corporation to lobby the very committee he used to serve on.""",campaign commercial,"June 7, 2010",https://www.politifact.com/factchecks/2010/jun/15/john-mccain/mccain-accuses-hayworth-earning-thousands-lobbyist/
2147,true,John Boehner,"""The House has never failed to pass a budget in the modern era.""",interview,"June 13, 2010",https://www.politifact.com/factchecks/2010/jun/14/john-boehner/boehner-says-house-has-always-passed-budget-resolu/
2148,true,Jeb Bush,"Bill McCollum has ""recovered $200 million in Medicaid fraud.""",campaign commercial for Bill McCollum,"May 20, 2010",https://www.politifact.com/factchecks/2010/jun/14/jeb-bush/bill-mccollum-claims-he-recovered-nearly-200-milli/
2149,true,John Oxendine,"Georgia has ""a dropout rate that’s higher"" than Alabama's.",campaign video,"June 4, 2010",https://www.politifact.com/factchecks/2010/jun/14/john-oxendine/oxendine-says-georgia-has-higher-dropout-rate-alab/
2150,true,Jerry Brown,"California's credit rating is ""the worst in the country.""",video,"June 7, 2010",https://www.politifact.com/factchecks/2010/jun/11/jerry-brown/jerry-brown-says-californias-not-golden-state-when/
2151,true,Bill McCollum,"Rick Scott's former health care company, Columbia/HCA, committed ""fraud.""",statement from hcampaign,"June 10, 2010",https://www.politifact.com/factchecks/2010/jun/10/bill-mccollum/rick-scott-leading-polls-opponents-pull-out-fraud-/
2152,true,Bud Chiles,"""Almost 1 million children ... have no health insurance in this state.""",announcing hcampaign for governor,"June 3, 2010",https://www.politifact.com/factchecks/2010/jun/09/bud-chiles/bud-chiles-1-million-children-health-insurance/
2153,true,Fulton County Government,"""Fulton County has successfully reduced the number of pregnancies"" among 15- to 19-year-olds.",press releaase,"May 26, 2010",https://www.politifact.com/factchecks/2010/jun/09/fulton-county-government/fulton-county-says-teen-pregnancy-down/
2154,true,David Caton,"If voters agree in November to approve a one-cent sales tax increase, that will give ""Hillsborough County the highest sales tax of all Florida counties.""",mass email,"November 5, 2009",https://www.politifact.com/factchecks/2010/jun/07/david-caton/rail-opponent-claims-penny-tax-commuter-rail-would/
2155,true,Francis Kung'u,"""For now, we are still below average in the metro region.""",presentation,"May 19, 2010",https://www.politifact.com/factchecks/2010/jun/05/francis-kungu/dekalb-water-bills-inexpensive-comparison-region/
2156,true,Marco Rubio,"Charlie Crist ""bizarrely vetoed"" $9.7 million for a teaching hospital at the University of Florida ""despite having previously argued the budget request had merit.""",comments,"June 2, 2010",https://www.politifact.com/factchecks/2010/jun/04/marco-rubio/rubio-says-crist-vetoed-his-own-item/
2157,true,Colin Powell,"""The president has added close to 68,000 troops in the last year, since he came into office, not just the 30,000 you hear, but the others that were added before that.""",interview,"May 30, 2010",https://www.politifact.com/factchecks/2010/may/30/colin-powell/obama-has-increased-troops-afghanistan/
2158,true,Michael Steele,"The Republican Party ""fought very hard in the '60s to get the civil rights bill passed, as well as the voting rights bill.""",interview,"May 23, 2010",https://www.politifact.com/factchecks/2010/may/25/michael-steele/steele-says-gop-fought-hard-civil-rights-bills-196/
2159,true,Chris Matthews,Halliburton gave Dick Cheney a $34 million payout when he left the company to join the presidential ticket.,interview with Jay Leno,"May 20, 2010",https://www.politifact.com/factchecks/2010/may/24/chris-matthews/chris-matthews-says-cheney-got-34-million-payday-h/
2160,true,Kendrick Meek,"""Jeff Greene only moved from California to Florida in the last two years. In fact, he would not legally be allowed to run for any other statewide office because he has not lived here long enough to meet the residency requirement.""",campaign website,"May 21, 2010",https://www.politifact.com/factchecks/2010/may/24/kendrick-meek/meek-claims-greene-moved-florida-two-years-ago/
2161,true,Michael Steele,"In Hawaii, ""they don't have a history of throwing incumbents out of office.""",interview,"May 23, 2010",https://www.politifact.com/factchecks/2010/may/23/michael-steele/rnc-chair-michael-steele-says-republican-victory-h/
2162,true,Alex Sink,"Rick Scott ""was forced to resign as the head of a company that pled guilty to massive amounts of systematic fraud, including 14 felonies, leading to a historic $1.7 billion fine.""",press release,"May 18, 2010",https://www.politifact.com/factchecks/2010/may/20/alex-sink/rick-scott-healthcare-ceo-faces-questions-a/
2163,true,Alex Sink,"""Rick Scott's even saying he wants more offshore drilling.""",email,"May 15, 2010",https://www.politifact.com/factchecks/2010/may/18/alex-sink/rick-scott-supports-oil-drilling/
2164,true,Florida Democratic Party,"Bill McCollum explained his lack of action on mortgage fraud by saying, ""You can't do everything.""",email press release,"May 13, 2010",https://www.politifact.com/factchecks/2010/may/13/florida-democratic-party/bill-mccollum-curbing-mortgage-fraud-you-cant-do-e/
2165,true,Linda Chavez-Thompson,"""Texas has, now, the highest share of minimum-wage workers in the nation.""",speech to Central Texas Democratic Forum,"May 4, 2010",https://www.politifact.com/factchecks/2010/may/13/linda-chavez-thompson/texas-has-highest-proportion-workers-earning-minim/
2166,true,George Will,"Greece ""has a GDP the size of the Dallas-Fort Worth Metroplex.""",roundtable segment,"May 9, 2010",https://www.politifact.com/factchecks/2010/may/12/george-will/will-says-greeces-economy-same-size-dallas-fort-wo/
2167,true,John Cornyn,"""Ms. Kagan has spent her entire professional career in Harvard Square, Hyde Park and the D.C. Beltway.""",press release,"May 10, 2010",https://www.politifact.com/factchecks/2010/may/10/john-cornyn/republicans-say-supreme-court-nominee-elena-kagan-/
